material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Emulsión,70.76,698.89,m2,CONCREMAX,2024-07-17,20260405_174124,erp_odoo,49453.46,20260405_175213
Emulsión,3119.55,653.45,und,CONCREMAX,2024-12-15,20260405_174124,erp_odoo,2038469.95,20260405_175213
Geomalla,2405.29,496.79,und,FIRTH,2024-04-17,20260405_174124,erp_odoo,1194924.02,20260405_175213
Arena Gruesa,4937.94,445.03,m3,FIRTH,2024-09-13,20260405_174124,erp_odoo,2197531.44,20260405_175213
Asfalto RC-250,4305.42,483.26,m3,UNACEM,2024-02-09,20260405_174124,erp_odoo,2080637.27,20260405_175213
Piedra 3/4,984.87,449.83,ton,UNACEM,2024-02-06,20260405_174124,erp_odoo,443024.07,20260405_175213
Asfalto RC-250,2542.29,546.5,ml,EXSA,2024-07-03,20260405_174124,erp_odoo,1389361.48,20260405_175213
Acero Corrugado,4486.19,668.5,ton,CEMENTO SUR,2024-09-10,20260405_174124,erp_odoo,2999018.01,20260405_175213
Piedra 3/4,30.06,276.41,ml,CEMENTO SUR,2024-10-12,20260405_174124,erp_odoo,8308.88,20260405_175213
Tubería HDPE,2180.74,267.57,m2,FIRTH,2024-10-25,20260405_174124,erp_odoo,583500.6,20260405_175213
Asfalto RC-250,2991.09,375.03,ml,EXSA,2024-07-16,20260405_174124,erp_odoo,1121748.48,20260405_175213
Tubería HDPE,4214.09,590.18,m3,YURA,2024-07-06,20260405_174124,erp_odoo,2487071.64,20260405_175213
Piedra 3/4,4773.04,399.18,m2,EXSA,2024-09-04,20260405_174124,erp_odoo,1905302.11,20260405_175213
Tubería HDPE,2299.87,460.23,ml,FIRTH,2024-04-18,20260405_174124,erp_odoo,1058469.17,20260405_175213
Piedra 3/4,4568.16,629.52,ml,CONCREMAX,2024-09-07,20260405_174124,erp_odoo,2875748.08,20260405_175213
Tubería HDPE,715.59,514.66,und,CONCREMAX,2024-09-18,20260405_174124,erp_odoo,368285.55,20260405_175213
Emulsión,320.69,489.91,ton,YURA,2024-07-02,20260405_174124,erp_odoo,157109.24,20260405_175213
Asfalto RC-250,3765.94,360.67,ton,CONCREMAX,2024-07-04,20260405_174124,erp_odoo,1358261.58,20260405_175213
Emulsión,4297.09,126.61,und,YURA,2024-04-11,20260405_174124,erp_odoo,544054.56,20260405_175213
Cemento,2125.41,649.38,und,CEMENTO SUR,2024-10-16,20260405_174124,erp_odoo,1380198.75,20260405_175213
Tubería HDPE,2458.73,155.93,und,YURA,2024-06-24,20260405_174124,erp_odoo,383389.77,20260405_175213
Asfalto RC-250,4049.88,437.05,und,EXSA,2024-12-08,20260405_174124,erp_odoo,1770000.05,20260405_175213
Cemento,2451.6,726.42,und,FIRTH,2024-10-11,20260405_174124,erp_odoo,1780891.27,20260405_175213
Asfalto RC-250,4989.07,752.45,m2,YURA,2024-09-30,20260405_174124,erp_odoo,3754025.72,20260405_175213
Asfalto RC-250,3345.24,263.62,und,UNACEM,2024-03-08,20260405_174124,erp_odoo,881872.17,20260405_175213
Acero Corrugado,1274.05,404.01,und,FIRTH,2024-04-30,20260405_174124,erp_odoo,514728.94,20260405_175213
Tubería HDPE,2461.37,162.3,ml,FIRTH,2024-09-09,20260405_174124,erp_odoo,399480.35,20260405_175213
Arena Gruesa,4533.34,537.61,ton,YURA,2024-06-05,20260405_174124,erp_odoo,2437168.92,20260405_175213
Emulsión,3078.14,150.72,m3,CONCREMAX,2024-04-25,20260405_174124,erp_odoo,463937.26,20260405_175213
Tubería HDPE,3670.67,317.83,ton,CONCREMAX,2024-07-18,20260405_174124,erp_odoo,1166649.05,20260405_175213
Piedra 3/4,1533.71,406.56,ton,CONCREMAX,2024-11-10,20260405_174124,erp_odoo,623545.14,20260405_175213
Arena Gruesa,2452.84,391.5,ml,UNACEM,2024-10-30,20260405_174124,erp_odoo,960286.86,20260405_175213
Acero Corrugado,245.25,25.47,und,EXSA,2024-10-25,20260405_174124,erp_odoo,6246.52,20260405_175213
Emulsión,929.22,555.03,m3,EXSA,2024-07-29,20260405_174124,erp_odoo,515744.98,20260405_175213
Emulsión,3457.09,102.11,m2,UNACEM,2024-02-29,20260405_174124,erp_odoo,353003.46,20260405_175213
Cemento,2364.11,361.81,m2,EXSA,2024-11-03,20260405_174124,erp_odoo,855358.64,20260405_175213
Acero Corrugado,3097.23,370.85,und,EXSA,2024-06-20,20260405_174124,erp_odoo,1148607.75,20260405_175213
Emulsión,1015.48,151.03,ml,EXSA,2024-07-14,20260405_174124,erp_odoo,153367.94,20260405_175213
Emulsión,3844.43,132.43,m3,UNACEM,2024-04-11,20260405_174124,erp_odoo,509117.86,20260405_175213
Piedra 3/4,1204.92,574.65,und,EXSA,2024-09-27,20260405_174124,erp_odoo,692407.28,20260405_175213
Arena Gruesa,514.37,588.55,m3,EXSA,2024-07-06,20260405_174124,erp_odoo,302732.46,20260405_175213
Geomalla,4054.77,359.08,ton,CEMENTO SUR,2024-05-09,20260405_174124,erp_odoo,1455986.81,20260405_175213
Cemento,154.9,660.68,ml,CEMENTO SUR,2024-08-08,20260405_174124,erp_odoo,102339.33,20260405_175213
Cemento,930.89,99.19,und,CONCREMAX,2024-02-25,20260405_174124,erp_odoo,92334.98,20260405_175213
Arena Gruesa,3541.79,774.12,ml,CEMENTO SUR,2024-12-20,20260405_174124,erp_odoo,2741770.47,20260405_175213
Tubería HDPE,1451.82,274.53,und,UNACEM,2024-09-20,20260405_174124,erp_odoo,398568.14,20260405_175213
Cemento,1643.25,736.86,ml,UNACEM,2024-11-17,20260405_174124,erp_odoo,1210845.2,20260405_175213
Emulsión,30.23,9.81,m2,FIRTH,2024-11-10,20260405_174124,erp_odoo,296.56,20260405_175213
Arena Gruesa,3055.23,267.81,m3,EXSA,2024-07-19,20260405_174124,erp_odoo,818221.15,20260405_175213
Piedra 3/4,4116.3,300.15,und,CEMENTO SUR,2024-09-30,20260405_174124,erp_odoo,1235507.44,20260405_175213
Tubería HDPE,488.49,361.33,und,YURA,2024-06-28,20260405_174124,erp_odoo,176506.09,20260405_175213
Asfalto RC-250,1804.33,594.37,m2,EXSA,2024-02-07,20260405_174124,erp_odoo,1072439.62,20260405_175213
Cemento,2050.42,278.71,ml,CEMENTO SUR,2024-04-09,20260405_174124,erp_odoo,571472.56,20260405_175213
Arena Gruesa,2153.98,692.83,m3,EXSA,2024-04-02,20260405_174124,erp_odoo,1492341.96,20260405_175213
Tubería HDPE,616.05,582.82,ton,FIRTH,2024-04-26,20260405_174124,erp_odoo,359046.26,20260405_175213
Tubería HDPE,2336.07,523.17,und,CEMENTO SUR,2024-11-22,20260405_174124,erp_odoo,1222161.74,20260405_175213
Acero Corrugado,1115.96,10.41,ton,CEMENTO SUR,2024-03-20,20260405_174124,erp_odoo,11617.14,20260405_175213
Piedra 3/4,1425.38,286.61,ton,CEMENTO SUR,2024-11-20,20260405_174124,erp_odoo,408528.16,20260405_175213
Asfalto RC-250,1260.88,207.59,und,CONCREMAX,2024-06-01,20260405_174124,erp_odoo,261746.08,20260405_175213
Geomalla,1803.12,279.5,und,EXSA,2024-07-24,20260405_174124,erp_odoo,503972.04,20260405_175213
Piedra 3/4,207.86,500.69,und,EXSA,2024-07-12,20260405_174124,erp_odoo,104073.42,20260405_175213
Acero Corrugado,2860.27,547.23,und,UNACEM,2024-04-02,20260405_174124,erp_odoo,1565225.55,20260405_175213
Asfalto RC-250,1059.43,490.38,ton,CONCREMAX,2024-03-25,20260405_174124,erp_odoo,519523.28,20260405_175213
Arena Gruesa,533.01,365.98,ml,EXSA,2024-05-11,20260405_174124,erp_odoo,195071.0,20260405_175213
Cemento,4768.51,408.9,ton,UNACEM,2024-12-29,20260405_174124,erp_odoo,1949843.74,20260405_175213
Geomalla,4604.47,170.91,ton,FIRTH,2024-06-24,20260405_174124,erp_odoo,786949.97,20260405_175213
Geomalla,1469.21,147.95,ml,CONCREMAX,2024-12-19,20260405_174124,erp_odoo,217369.62,20260405_175213
Cemento,2149.05,180.59,und,FIRTH,2024-02-16,20260405_174124,erp_odoo,388096.94,20260405_175213
Cemento,1075.37,539.57,und,YURA,2024-06-14,20260405_174124,erp_odoo,580237.39,20260405_175213
Acero Corrugado,1674.5,524.35,m3,UNACEM,2024-08-22,20260405_174124,erp_odoo,878024.08,20260405_175213
Piedra 3/4,2433.99,103.35,ml,CEMENTO SUR,2024-04-15,20260405_174124,erp_odoo,251552.87,20260405_175213
Piedra 3/4,358.71,15.65,m2,FIRTH,2024-09-29,20260405_174124,erp_odoo,5613.81,20260405_175213
Tubería HDPE,4827.34,567.81,m2,UNACEM,2024-04-26,20260405_174124,erp_odoo,2741011.93,20260405_175213
Emulsión,2937.42,648.61,und,CEMENTO SUR,2024-11-14,20260405_174124,erp_odoo,1905239.99,20260405_175213
Acero Corrugado,2238.72,364.78,ml,EXSA,2024-01-28,20260405_174124,erp_odoo,816640.28,20260405_175213
Arena Gruesa,3725.12,91.2,ml,CONCREMAX,2024-06-16,20260405_174124,erp_odoo,339730.94,20260405_175213
Asfalto RC-250,4985.73,20.1,m2,CEMENTO SUR,2024-09-07,20260405_174124,erp_odoo,100213.17,20260405_175213
Tubería HDPE,714.03,43.93,und,FIRTH,2024-06-11,20260405_174124,erp_odoo,31367.34,20260405_175213
Acero Corrugado,3360.8,126.37,und,FIRTH,2024-03-03,20260405_174124,erp_odoo,424704.3,20260405_175213
Geomalla,4355.16,541.47,m3,EXSA,2024-03-10,20260405_174124,erp_odoo,2358188.49,20260405_175213
Geomalla,1938.88,209.61,ton,CEMENTO SUR,2024-03-18,20260405_174124,erp_odoo,406408.64,20260405_175213
Geomalla,4805.09,314.81,und,YURA,2024-02-29,20260405_174124,erp_odoo,1512690.38,20260405_175213
Piedra 3/4,3543.66,83.29,und,UNACEM,2024-12-22,20260405_174124,erp_odoo,295151.44,20260405_175213
Emulsión,2969.32,454.58,ml,YURA,2024-01-31,20260405_174124,erp_odoo,1349793.49,20260405_175213
Geomalla,2371.73,529.54,m3,UNACEM,2024-11-16,20260405_174124,erp_odoo,1255925.9,20260405_175213
Emulsión,2629.56,327.57,m2,UNACEM,2024-04-03,20260405_174124,erp_odoo,861364.97,20260405_175213
Arena Gruesa,4100.96,445.19,m3,EXSA,2024-08-03,20260405_174124,erp_odoo,1825706.38,20260405_175213
Tubería HDPE,4999.41,358.01,ton,CONCREMAX,2024-06-10,20260405_174124,erp_odoo,1789838.77,20260405_175213
Arena Gruesa,2136.59,265.89,ton,UNACEM,2024-02-27,20260405_174124,erp_odoo,568097.92,20260405_175213
Emulsión,3625.51,305.97,und,YURA,2024-08-21,20260405_174124,erp_odoo,1109297.29,20260405_175213
Tubería HDPE,2842.33,9.64,ton,FIRTH,2024-07-20,20260405_174124,erp_odoo,27400.06,20260405_175213
Arena Gruesa,1273.47,447.35,und,YURA,2024-10-05,20260405_174124,erp_odoo,569686.8,20260405_175213
Tubería HDPE,1464.16,766.33,m3,EXSA,2024-11-23,20260405_174124,erp_odoo,1122029.73,20260405_175213
Piedra 3/4,1576.8,456.02,ton,FIRTH,2024-05-21,20260405_174124,erp_odoo,719052.34,20260405_175213
Asfalto RC-250,172.85,97.51,und,YURA,2024-10-01,20260405_174124,erp_odoo,16854.6,20260405_175213
Cemento,988.03,617.21,m2,EXSA,2024-03-16,20260405_174124,erp_odoo,609822.0,20260405_175213
Piedra 3/4,228.59,518.5,m3,CEMENTO SUR,2024-06-01,20260405_174124,erp_odoo,118523.92,20260405_175213
Asfalto RC-250,1637.38,239.19,und,FIRTH,2024-04-26,20260405_174124,erp_odoo,391644.92,20260405_175213
Geomalla,4955.46,419.65,ton,CEMENTO SUR,2024-11-04,20260405_174124,erp_odoo,2079558.79,20260405_175213
Cemento,1638.49,319.45,m2,YURA,2024-03-18,20260405_174124,erp_odoo,523415.63,20260405_175213
Piedra 3/4,653.29,559.69,ml,YURA,2024-12-21,20260405_174124,erp_odoo,365639.88,20260405_175213
Geomalla,4419.44,702.83,und,YURA,2024-07-06,20260405_174124,erp_odoo,3106115.02,20260405_175213
Tubería HDPE,766.79,95.38,m2,CONCREMAX,2024-08-21,20260405_174124,erp_odoo,73136.43,20260405_175213
Arena Gruesa,541.56,236.56,ton,CEMENTO SUR,2024-06-08,20260405_174124,erp_odoo,128111.43,20260405_175213
Emulsión,1301.52,10.16,ton,CONCREMAX,2024-02-01,20260405_174124,erp_odoo,13223.44,20260405_175213
Asfalto RC-250,2861.62,476.97,m3,FIRTH,2024-06-24,20260405_174124,erp_odoo,1364906.89,20260405_175213
Asfalto RC-250,1267.89,296.76,und,YURA,2024-01-08,20260405_174124,erp_odoo,376259.04,20260405_175213
Piedra 3/4,3625.45,378.21,und,EXSA,2024-03-30,20260405_174124,erp_odoo,1371181.44,20260405_175213
Acero Corrugado,2948.17,581.42,und,YURA,2024-09-28,20260405_174124,erp_odoo,1714125.0,20260405_175213
Acero Corrugado,1688.26,554.18,ton,EXSA,2024-07-15,20260405_174124,erp_odoo,935599.93,20260405_175213
Tubería HDPE,1376.14,240.27,m3,CEMENTO SUR,2024-09-08,20260405_174124,erp_odoo,330645.16,20260405_175213
Asfalto RC-250,1881.32,369.1,m2,FIRTH,2024-03-10,20260405_174124,erp_odoo,694395.21,20260405_175213
Emulsión,176.5,341.9,m3,YURA,2024-02-21,20260405_174124,erp_odoo,60345.35,20260405_175213
Piedra 3/4,4494.49,734.96,ton,EXSA,2024-03-27,20260405_174124,erp_odoo,3303270.37,20260405_175213
Geomalla,698.93,354.13,und,CEMENTO SUR,2024-05-15,20260405_174124,erp_odoo,247512.08,20260405_175213
Acero Corrugado,836.66,284.14,und,YURA,2024-05-22,20260405_174124,erp_odoo,237728.57,20260405_175213
Emulsión,989.55,735.56,m2,UNACEM,2024-09-17,20260405_174124,erp_odoo,727873.4,20260405_175213
Emulsión,3936.47,214.75,m2,YURA,2024-03-12,20260405_174124,erp_odoo,845356.93,20260405_175213
Piedra 3/4,1279.66,268.38,und,UNACEM,2024-11-17,20260405_174124,erp_odoo,343435.15,20260405_175213
Piedra 3/4,1465.35,487.44,ton,FIRTH,2024-03-07,20260405_174124,erp_odoo,714270.2,20260405_175213
Emulsión,3600.74,446.56,m2,CEMENTO SUR,2024-03-24,20260405_174124,erp_odoo,1607946.45,20260405_175213
Cemento,4946.71,241.96,und,EXSA,2024-05-27,20260405_174124,erp_odoo,1196905.95,20260405_175213
Emulsión,1226.19,705.48,ml,EXSA,2024-09-08,20260405_174124,erp_odoo,865052.52,20260405_175213
Geomalla,366.58,414.54,und,CEMENTO SUR,2024-10-16,20260405_174124,erp_odoo,151962.07,20260405_175213
Emulsión,3780.83,621.61,ml,CEMENTO SUR,2024-11-14,20260405_174124,erp_odoo,2350201.74,20260405_175213
Acero Corrugado,1795.47,204.31,m3,FIRTH,2024-01-22,20260405_174124,erp_odoo,366832.48,20260405_175213
Acero Corrugado,1437.59,460.03,m2,CEMENTO SUR,2024-11-30,20260405_174124,erp_odoo,661334.53,20260405_175213
Acero Corrugado,2254.03,775.39,und,CEMENTO SUR,2024-09-08,20260405_174124,erp_odoo,1747752.32,20260405_175213
Acero Corrugado,2163.38,184.53,m3,FIRTH,2024-05-05,20260405_174124,erp_odoo,399208.51,20260405_175213
Cemento,3999.23,733.83,m3,CONCREMAX,2024-10-21,20260405_174124,erp_odoo,2934754.95,20260405_175213
Asfalto RC-250,1777.39,183.04,ml,YURA,2024-07-10,20260405_174124,erp_odoo,325333.47,20260405_175213
Geomalla,4466.19,774.78,ton,CEMENTO SUR,2024-02-09,20260405_174124,erp_odoo,3460314.69,20260405_175213
Geomalla,3134.41,280.57,und,CEMENTO SUR,2024-07-08,20260405_174124,erp_odoo,879421.41,20260405_175213
Acero Corrugado,2526.93,122.06,und,CEMENTO SUR,2024-04-16,20260405_174124,erp_odoo,308437.08,20260405_175213
Tubería HDPE,2197.6,603.3,und,FIRTH,2024-06-05,20260405_174124,erp_odoo,1325812.08,20260405_175213
Arena Gruesa,3775.36,587.16,m2,YURA,2024-11-08,20260405_174124,erp_odoo,2216740.38,20260405_175213
Tubería HDPE,579.71,184.32,ml,YURA,2024-12-10,20260405_174124,erp_odoo,106852.15,20260405_175213
Acero Corrugado,63.91,121.73,und,UNACEM,2024-03-04,20260405_174124,erp_odoo,7779.76,20260405_175213
Acero Corrugado,4069.57,375.88,und,EXSA,2024-01-06,20260405_174124,erp_odoo,1529669.97,20260405_175213
Emulsión,2579.78,18.87,m3,CEMENTO SUR,2024-01-04,20260405_174124,erp_odoo,48680.45,20260405_175213
Geomalla,4064.63,393.12,m2,YURA,2024-04-04,20260405_174124,erp_odoo,1597887.35,20260405_175213
Asfalto RC-250,4073.85,458.62,ton,UNACEM,2024-05-16,20260405_174124,erp_odoo,1868349.09,20260405_175213
Emulsión,1012.7,679.19,ton,EXSA,2024-04-29,20260405_174124,erp_odoo,687815.71,20260405_175213
Emulsión,3912.06,621.69,und,CONCREMAX,2024-05-15,20260405_174124,erp_odoo,2432088.58,20260405_175213
Geomalla,3841.31,369.07,und,CEMENTO SUR,2024-02-21,20260405_174124,erp_odoo,1417712.28,20260405_175213
Acero Corrugado,705.5,687.05,und,EXSA,2024-11-20,20260405_174124,erp_odoo,484713.78,20260405_175213
Tubería HDPE,3327.32,380.35,m2,CONCREMAX,2024-09-12,20260405_174124,erp_odoo,1265546.16,20260405_175213
Emulsión,3672.62,182.05,ml,FIRTH,2024-09-12,20260405_174124,erp_odoo,668600.47,20260405_175213
Geomalla,2012.58,473.24,und,CONCREMAX,2024-01-14,20260405_174124,erp_odoo,952433.36,20260405_175213
Piedra 3/4,1337.93,691.71,und,FIRTH,2024-09-02,20260405_174124,erp_odoo,925459.56,20260405_175213
Cemento,2198.24,335.99,m2,CONCREMAX,2024-06-03,20260405_174124,erp_odoo,738586.66,20260405_175213
Asfalto RC-250,1194.62,380.89,ton,CONCREMAX,2024-10-23,20260405_174124,erp_odoo,455018.81,20260405_175213
Asfalto RC-250,1639.07,319.69,und,CEMENTO SUR,2024-08-15,20260405_174124,erp_odoo,523994.29,20260405_175213
Asfalto RC-250,3322.25,562.54,ml,CONCREMAX,2024-04-19,20260405_174124,erp_odoo,1868898.52,20260405_175213
Asfalto RC-250,1936.2,412.09,und,FIRTH,2024-07-31,20260405_174124,erp_odoo,797888.66,20260405_175213
Tubería HDPE,1783.59,487.07,ton,UNACEM,2024-08-15,20260405_174124,erp_odoo,868733.18,20260405_175213
Cemento,2430.68,697.12,und,YURA,2024-10-26,20260405_174124,erp_odoo,1694475.64,20260405_175213
Arena Gruesa,4308.52,204.04,m2,UNACEM,2024-06-08,20260405_174124,erp_odoo,879110.42,20260405_175213
Cemento,3117.69,678.62,m3,CEMENTO SUR,2024-06-15,20260405_174124,erp_odoo,2115726.79,20260405_175213
Asfalto RC-250,4845.54,365.44,und,UNACEM,2024-11-13,20260405_174124,erp_odoo,1770754.14,20260405_175213
Asfalto RC-250,4074.29,513.91,und,EXSA,2024-03-17,20260405_174124,erp_odoo,2093818.37,20260405_175213
Emulsión,3889.45,5.78,ton,FIRTH,2024-04-15,20260405_174124,erp_odoo,22481.02,20260405_175213
Cemento,946.7,486.48,ton,CEMENTO SUR,2024-01-31,20260405_174124,erp_odoo,460550.62,20260405_175213
Arena Gruesa,2352.03,151.39,ton,CEMENTO SUR,2024-03-24,20260405_174124,erp_odoo,356073.82,20260405_175213
Tubería HDPE,4103.61,752.01,m3,YURA,2024-12-11,20260405_174124,erp_odoo,3085955.76,20260405_175213
Emulsión,1735.23,445.7,und,UNACEM,2024-05-11,20260405_174124,erp_odoo,773392.01,20260405_175213
Asfalto RC-250,1394.98,368.81,und,YURA,2024-10-30,20260405_174124,erp_odoo,514482.57,20260405_175213
Emulsión,1361.86,605.45,ml,CEMENTO SUR,2024-05-10,20260405_174124,erp_odoo,824538.14,20260405_175213
Piedra 3/4,900.9,567.51,und,CEMENTO SUR,2024-07-08,20260405_174124,erp_odoo,511269.76,20260405_175213
Cemento,194.29,722.52,ml,CONCREMAX,2024-06-15,20260405_174124,erp_odoo,140378.41,20260405_175213
Cemento,2880.39,782.67,m3,EXSA,2024-08-11,20260405_174124,erp_odoo,2254394.84,20260405_175213
Tubería HDPE,4092.86,353.92,m2,EXSA,2024-12-14,20260405_174124,erp_odoo,1448545.01,20260405_175213
Geomalla,542.42,180.73,und,EXSA,2024-08-02,20260405_174124,erp_odoo,98031.57,20260405_175213
Piedra 3/4,3155.71,210.73,und,UNACEM,2024-09-23,20260405_174124,erp_odoo,665002.77,20260405_175213
Tubería HDPE,28.22,222.42,ml,FIRTH,2024-12-16,20260405_174124,erp_odoo,6276.69,20260405_175213
Tubería HDPE,1775.07,46.36,m2,CONCREMAX,2024-11-09,20260405_174124,erp_odoo,82292.25,20260405_175213
Asfalto RC-250,1829.92,275.36,und,EXSA,2024-07-01,20260405_174124,erp_odoo,503886.77,20260405_175213
Emulsión,782.09,733.37,ml,CONCREMAX,2024-11-28,20260405_174124,erp_odoo,573561.34,20260405_175213
Tubería HDPE,3686.43,463.3,und,UNACEM,2024-08-07,20260405_174124,erp_odoo,1707923.02,20260405_175213
Emulsión,1305.44,123.09,m3,CEMENTO SUR,2024-05-05,20260405_174124,erp_odoo,160686.61,20260405_175213
Geomalla,778.66,687.18,und,YURA,2024-09-28,20260405_174124,erp_odoo,535079.58,20260405_175213
Arena Gruesa,1870.09,232.5,ml,FIRTH,2024-08-15,20260405_174124,erp_odoo,434795.92,20260405_175213
Geomalla,408.88,197.3,ton,CONCREMAX,2024-04-07,20260405_174124,erp_odoo,80672.02,20260405_175213
Asfalto RC-250,3252.41,5.48,m3,EXSA,2024-05-09,20260405_174124,erp_odoo,17823.21,20260405_175213
Cemento,879.83,444.02,m3,YURA,2024-12-25,20260405_174124,erp_odoo,390662.12,20260405_175213
Piedra 3/4,3259.74,219.0,ton,CEMENTO SUR,2024-03-17,20260405_174124,erp_odoo,713883.06,20260405_175213
Acero Corrugado,1649.15,706.35,ml,FIRTH,2024-04-16,20260405_174124,erp_odoo,1164877.1,20260405_175213
Arena Gruesa,260.79,691.66,m3,EXSA,2024-12-22,20260405_174124,erp_odoo,180378.01,20260405_175213
Geomalla,967.96,234.33,ml,YURA,2024-11-09,20260405_174124,erp_odoo,226822.07,20260405_175213
Emulsión,1591.64,516.06,ml,CONCREMAX,2024-10-02,20260405_174124,erp_odoo,821381.74,20260405_175213
Cemento,16.33,606.77,m2,CONCREMAX,2024-09-04,20260405_174124,erp_odoo,9908.55,20260405_175213
Arena Gruesa,1921.96,788.4,ton,CONCREMAX,2024-12-12,20260405_174124,erp_odoo,1515273.26,20260405_175213
Asfalto RC-250,1198.06,519.32,und,EXSA,2024-04-28,20260405_174124,erp_odoo,622176.52,20260405_175213
Arena Gruesa,258.81,321.34,ml,YURA,2024-06-08,20260405_174124,erp_odoo,83166.01,20260405_175213
Piedra 3/4,1273.49,619.8,und,EXSA,2024-07-08,20260405_174124,erp_odoo,789309.1,20260405_175213
Geomalla,2907.66,355.89,ml,CEMENTO SUR,2024-10-10,20260405_174124,erp_odoo,1034807.12,20260405_175213
Emulsión,3780.41,292.57,ml,FIRTH,2024-02-12,20260405_174124,erp_odoo,1106034.55,20260405_175213
Acero Corrugado,4890.57,170.67,und,CEMENTO SUR,2024-09-22,20260405_174124,erp_odoo,834673.58,20260405_175213
Asfalto RC-250,2371.04,377.66,und,CEMENTO SUR,2024-05-30,20260405_174124,erp_odoo,895446.97,20260405_175213
Cemento,2675.19,720.27,ton,CEMENTO SUR,2024-10-27,20260405_174124,erp_odoo,1926859.1,20260405_175213
Tubería HDPE,592.32,758.72,und,CONCREMAX,2024-10-26,20260405_174124,erp_odoo,449405.03,20260405_175213
Acero Corrugado,1651.88,615.79,ml,UNACEM,2024-03-31,20260405_174124,erp_odoo,1017211.19,20260405_175213
Geomalla,3568.16,592.7,ton,UNACEM,2024-11-21,20260405_174124,erp_odoo,2114848.43,20260405_175213
Acero Corrugado,4537.71,376.56,ton,YURA,2024-06-16,20260405_174124,erp_odoo,1708720.08,20260405_175213
Asfalto RC-250,2157.55,772.83,und,CONCREMAX,2024-03-22,20260405_174124,erp_odoo,1667419.37,20260405_175213
Acero Corrugado,4867.31,452.44,m3,FIRTH,2024-11-16,20260405_174124,erp_odoo,2202165.74,20260405_175213
Tubería HDPE,3737.6,183.08,und,CEMENTO SUR,2024-06-01,20260405_174124,erp_odoo,684279.81,20260405_175213
Piedra 3/4,3418.76,484.17,m3,CEMENTO SUR,2024-03-08,20260405_174124,erp_odoo,1655261.03,20260405_175213
Acero Corrugado,2925.04,555.75,und,YURA,2024-11-03,20260405_174124,erp_odoo,1625590.98,20260405_175213
Piedra 3/4,611.69,650.95,m3,YURA,2024-12-15,20260405_174124,erp_odoo,398179.61,20260405_175213
Emulsión,583.66,347.98,m3,UNACEM,2024-02-09,20260405_174124,erp_odoo,203102.01,20260405_175213
Emulsión,1652.8,190.27,und,FIRTH,2024-08-23,20260405_174124,erp_odoo,314478.26,20260405_175213
Cemento,3260.32,430.88,und,EXSA,2024-02-26,20260405_174124,erp_odoo,1404806.68,20260405_175213
Piedra 3/4,4688.59,50.97,m2,CEMENTO SUR,2024-01-22,20260405_174124,erp_odoo,238977.43,20260405_175213
Emulsión,2032.81,187.4,und,FIRTH,2024-08-16,20260405_174124,erp_odoo,380948.59,20260405_175213
Cemento,451.3,628.14,und,YURA,2024-06-28,20260405_174124,erp_odoo,283479.58,20260405_175213
Arena Gruesa,4413.27,36.14,m3,CEMENTO SUR,2024-12-03,20260405_174124,erp_odoo,159495.58,20260405_175213
